3601.196177684398 NeI
3607.55081676646 Ar
3611.3497968475385 XeI
3614.090503998636 XeI
3634.095667921537 XeI
3651.1930843414234 HgI
3655.87729480291 HgI
3664.3224776724896 HgI
3670.95519253303 XeI
3686.949329428014 XeI
3694.5412939166686 XeI
3702.277296214535 NeI
3771.4402209973828 ArI
3835.765928217306 Ar
3950.096702264579 ArI
4045.560634024932 ArI
4047.7061950631805 HgI
4078.9823767379567 Hg
4159.76253626029 ArI
4165.354002322974 ArI
4183.0626466570375 ArI
4191.893963460249 ArI
4192.210046389484 ArI
4199.499959167012 ArI
4201.857577839227 ArI
4252.381843503063 ArI
4260.560992327043 ArI
4267.486812155707 ArI
4273.371358579166 ArI
4301.310703347698 ArI
4334.779507000511 ArI
4336.556974704908 ArI
4340.442997287549 HgI
4348.716174573088 HgI
4346.389562234752 ArI
4359.553027063768 HgI
4502.239637103626 Xe
4511.99821268912 ArI
4523.591272988025 ArI
4525.948895416548 Xe
4539.0273486502565 NeI
4584.031236982109 Xe
4590.574966287976 Ar
4597.384766093728 Ar
4625.571217664813 Xe
4629.7373193146905 Ar
4672.533639968027 Xe
4698.334468316233 Xe
4703.6318706179945 Ar
4705.711421134954 NeI
4710.176603252016 NeI
4711.382922627061 NeI
4713.381451752881 NeI
4716.663320684935 NeI
4735.476302518756 XeI
4754.061225233121 NeI
4790.264818290723 NeI
4791.558161080623 NeI
4793.958797365159 XeI
4808.362615495806 XeI
4828.687004260981 NeI
4831.058633162088 XeI
4844.647236914713 XeI
4886.2812822939 NeI
4917.88266984951 XeI
4924.526433629809 XeI
5006.555221978914 NeI
5029.682368694366 XeI
5039.1558870191575 NeI
4146.106956581682 NeI
5163.7230244527045 Ar
5189.190804713825 ArI
5222.723734788801 Ar
5254.249132923274 Ar
5332.260925521388 NeI
5342.579676919296 NeI
5344.769260784403 NeI
5394.299471363089 XeI
5402.063542702949 NeI
5422.858091072219 NAr
5453.16717987453 Ar
5462.252604972398 HgI
5497.400988577538 ArI
