# wavelength calibrated_flux
3598.6839395473608 -5.3307093612807724e-18 5.746330698791082e-31
3600.7355328670583 7.928804899469659e-19 nan
3602.787126186756 -1.3514900465869858e-17 1.5734474793906133e-33
3604.8387195064533 -4.80045483004213e-19 5.822830559806663e-34
3606.890312826151 -1.3043654237793675e-18 4.7706409893308695e-35
3608.9419061458484 -2.1020256972595057e-18 9.079649918299127e-35
3610.993499465546 -6.751149260737474e-18 8.777970650483654e-35
3613.0450927852435 1.0980594737834272e-17 1.124094227043405e-34
3615.096686104941 -3.6061659121124956e-18 1.047935491902054e-34
3617.1482794246385 6.245700057886468e-19 1.1449752025181075e-34
3619.199872744336 8.763342329122031e-18 1.0849611191699264e-34
3621.251466064034 1.8060184751041167e-17 9.864065291932824e-35
3623.3030593837316 9.661140270006412e-18 1.0565536452853047e-34
3625.354652703429 -6.7871426662354675e-18 8.951217086252427e-35
3627.4062460231266 4.021848831423957e-18 9.818894215056272e-35
3629.457839342824 -6.693314199030981e-18 8.716813293524456e-35
3631.5094326625217 7.890066247661765e-18 9.473602918274319e-35
3633.5610259822192 7.572852053325981e-18 9.792980931463853e-35
3635.6126193019168 -3.597269918922777e-18 9.35061686318771e-35
3637.6642126216143 -3.9252314729381125e-18 8.831726202905291e-35
3639.715805941312 1.2957324186565578e-18 8.176273774812407e-35
3641.7673992610094 -9.43521411174076e-18 7.814631202565264e-35
3643.818992580707 -4.894449628567297e-18 7.899293453471909e-35
3645.8705859004044 -7.49916788516815e-21 7.678733500273762e-35
3647.922179220102 2.1740662026077857e-18 6.680534928514193e-35
3649.9737725397995 -2.2771878855125396e-18 6.395532085350039e-35
3652.025365859497 -2.666769073226752e-18 5.680254310896507e-35
3654.0769591791945 -1.271508930633942e-18 5.844950577453849e-35
3656.128552498892 -2.216200187815059e-18 5.827846112266904e-35
3658.1801458185896 -2.0764068627812162e-18 5.068445899223184e-35
3660.231739138287 -3.877656112424886e-18 6.047279104124397e-35
3662.2833324579847 6.6310875264785254e-18 5.232789989871052e-35
3664.3349257776827 -3.0364903028547824e-18 5.874317851195588e-35
3666.38651909738 -2.568071373182011e-18 4.524176546433095e-35
3668.4381124170777 1.3491225980943424e-18 4.600628383010565e-35
3670.4897057367752 -3.949421390036716e-18 4.3747370942402306e-35
3672.541299056473 -4.989641294992333e-18 4.7050889221407034e-35
3674.5928923761703 -2.0896232946364084e-18 3.431111839616225e-35
3676.644485695868 1.4812750988138246e-17 4.052547837775156e-35
3678.6960790155654 -7.983314823240057e-18 3.458883791839892e-35
