wavelength calibrated_flux flux_var
3912.579648355697 6.99378077837323e-18 2.5379391509906684e-36
3914.6312386707127 7.081890649835257e-18 2.6420383383837737e-36
3916.682828985728 7.924104696793922e-18 2.5129830925359715e-36
3918.734419300744 7.700585280054008e-18 2.2776707285791793e-36
3920.7860096157597 6.293269241685532e-18 2.052535487043895e-36
3922.837599930775 6.924913199129167e-18 1.8714788779550488e-36
3924.889190245791 5.9260793267740026e-18 1.8894257293796548e-36
3926.9407805608066 5.34017723192317e-18 1.7138030431211817e-36
3928.992370875822 6.0552192476588944e-18 1.848799235196777e-36
3931.0439611908378 6.003311541179254e-18 1.489127819210863e-36
3933.0955515058536 6.522379020539768e-18 1.5693656360523028e-36
3935.147141820869 6.0506901397452564e-18 1.5928719338605087e-36
3937.1987321358847 6.2881784680055164e-18 1.673470830048504e-36
3939.2503224509005 6.1668630218320925e-18 2.01149138373315e-36
3941.3019127659163 7.384757218559852e-18 2.0911042125519245e-36
3943.3535030809317 6.946832970921946e-18 2.2718675583969122e-36
3945.4050933959475 7.012222808530146e-18 2.2195943436253995e-36
3947.4566837109633 6.057306651433503e-18 2.2001558421382488e-36
3949.5082740259786 6.330694691745156e-18 2.0874816486327275e-36
3951.5598643409944 7.786963895064387e-18 2.1201081912192038e-36
3953.61145465601 5.810743383521349e-18 1.927672216787638e-36
3955.6630449710256 5.3696785340763125e-18 1.8409775630369537e-36
3957.7146352860414 5.935068025554931e-18 1.818517684009473e-36
3959.766225601057 5.610559427119926e-18 1.5860983641190234e-36
3961.8178159160725 4.537025032682667e-18 1.445874659081465e-36
3963.8694062310883 5.874307065646378e-18 1.473561502979093e-36
3965.920996546104 5.166226167108444e-18 1.2177612772973208e-36
3967.9725868611195 5.489907931809042e-18 1.1843356850903391e-36
3970.0241771761353 5.66580325122177e-18 1.2967842690495923e-36
3972.075767491151 5.120680205792179e-18 1.4171186186566195e-36
3974.1273578061664 6.364939327517958e-18 1.669808839385339e-36
3976.178948121182 4.897992398095687e-18 1.4227905470614405e-36
3978.230538436198 5.9577155059315095e-18 1.7256415041531366e-36
3980.2821287512133 6.91119112437201e-18 1.825247647534694e-36
3982.333719066229 5.082819414118342e-18 1.7588899041735224e-36
3984.385309381245 5.7824833576760784e-18 1.602625814901856e-36
3986.4368996962608 5.459099757408647e-18 1.720240555517845e-36
3988.488490011276 6.462170006896537e-18 1.7213723332972625e-36
3990.540080326292 7.22213920028461e-18 1.8546299325096112e-36
3992.5916706413077 5.088736571980858e-18 1.5023764639066542e-36
3994.643260956323 5.176461135780177e-18 1.6734590079830436e-36
3996.694851271339 4.621355338587151e-18 1.4885361542532759e-36
3998.7464415863546 5.708991190968814e-18 1.616258156831535e-36
4000.79803190137 6.44547790372763e-18 1.7724925755198975e-36
4002.849622216386 6.918626640863318e-18 1.767212047362943e-36
4004.9012125314016 5.254234773986283e-18 1.5704157911761326e-36
4006.952802846417 5.258026266073071e-18 1.813937874836705e-36
4009.0043931614327 5.860053426617092e-18 1.9139869518913862e-36
4011.0559834764485 6.1253576630694696e-18 1.9494158058831647e-36
4013.1075737914643 6.5687231803750165e-18 2.0188978328180423e-36
4015.1591641064797 5.6516934126113215e-18 1.8453608202905945e-36
4017.2107544214955 5.867970945496053e-18 1.72450133229616e-36
4019.2623447365113 5.488595926397859e-18 1.7716254189151307e-36
4021.3139350515266 5.0013477929886776e-18 1.546436717125375e-36
4023.3655253665424 4.9085164748878466e-18 1.5087428619462594e-36
4025.4171156815582 5.736161709403161e-18 1.6387059830006435e-36
4027.4687059965736 4.552470320841141e-18 1.5108792540305215e-36
4029.5202963115894 5.362483435597978e-18 1.4898226604261453e-36
4031.571886626605 4.9980009319442334e-18 1.4920268336541117e-36
4033.6234769416205 6.214767180637399e-18 1.543505214302058e-36
4035.6750672566363 4.438031988008185e-18 1.463098313108033e-36
4037.726657571652 5.7354361260030026e-18 1.7126435611166668e-36
4039.7782478866675 6.5148473106580555e-18 1.77383048399152e-36
4041.8298382016833 4.7568048426627215e-18 1.6944857260158696e-36
4043.881428516699 5.0702837109438784e-18 1.684360715861314e-36
4045.9330188317144 6.1446853851386955e-18 1.8871244809794134e-36
4047.9846091467302 5.453142569160099e-18 1.7540577524101107e-36
4050.036199461746 3.86307359066187e-18 1.4638064606255341e-36
4052.0877897767614 6.1751418976950434e-18 1.7138488777892726e-36
4054.139380091777 5.479962879280929e-18 1.4931119107385378e-36
4056.190970406793 3.953054622032106e-18 1.345107501342608e-36
4058.2425607218083 5.295340877281795e-18 1.4845324709744458e-36
4060.294151036824 3.899355344553742e-18 1.333376825581041e-36
4062.34574135184 6.578293438733865e-18 1.8102613362748653e-36
4064.3973316668557 6.0834783264934456e-18 1.791005395931416e-36
4066.448921981871 5.378393241983445e-18 1.7876761948316282e-36
4068.500512296887 5.5254152074049036e-18 1.8390238687398845e-36
4070.5521026119027 6.1240534414563265e-18 1.805515816837281e-36
4072.603692926918 4.5054091401583886e-18 1.5056704128823602e-36
4074.655283241934 3.83246643369468e-18 1.4946468746380677e-36
4076.7068735569496 4.881350627859425e-18 1.6716936299551493e-36
4078.758463871965 6.463149478744518e-18 1.7821032278058307e-36
4080.810054186981 6.821567403648375e-18 1.7635875583469128e-36
4082.8616445019966 5.229806161640556e-18 1.5261276191211766e-36
4084.9132348170124 4.803960339592242e-18 1.3785309232439742e-36
4086.9648251320277 4.615676403226547e-18 1.365780844192002e-36
4089.0164154470435 6.402232529453933e-18 1.5970896734590343e-36
4091.0680057620593 2.875892687091954e-18 1.2530876429979556e-36
4093.1195960770747 4.816838898052558e-18 1.2910494952692573e-36
4095.1711863920905 4.1647674705447304e-18 1.2405874273600955e-36
4097.222776707106 4.4937514114141025e-18 1.1940019159665783e-36
4099.274367022122 3.4492019926704883e-18 1.152608224437661e-36
4101.325957337138 4.1908431775197645e-18 1.0871203025473384e-36
4103.377547652153 5.760372945603049e-18 1.2522494127177255e-36
4105.429137967169 5.832025920370169e-18 1.2529019380537617e-36
4107.480728282184 6.302078723902091e-18 1.2979257993638683e-36
4109.5323185972 4.184377810925424e-18 1.2178450151125639e-36
4111.5839089122155 5.3831928507717075e-18 1.3101279648371281e-36
4113.635499227232 5.564959368321564e-18 1.256995410416478e-36
4115.687089542247 4.8896891665753e-18 1.2256943529993764e-36
4117.7386798572625 4.896765909991496e-18 1.2390753347826749e-36
4119.790270172279 5.68046562991597e-18 1.29456473724979e-36
4121.841860487294 2.9593638610402823e-18 1.10506070996832e-36
4123.893450802309 3.777753097916583e-18 1.2425448612802362e-36
4125.945041117326 5.222836566268873e-18 1.3905517135665312e-36
4127.996631432341 4.604317196385487e-18 1.3930600272425279e-36
4130.048221747356 5.923272627216554e-18 1.3290323878826432e-36
4132.099812062373 4.8925286191273674e-18 1.3817760223595707e-36
4134.151402377388 4.810826481748272e-18 1.3383983850723292e-36
4136.202992692403 3.0155980428102e-18 1.1411286020023221e-36
4138.25458300742 4.3800037896846146e-18 1.1956463739712335e-36
4140.306173322435 4.4499244704603555e-18 1.1254313667157637e-36
4142.35776363745 5.425752997908478e-18 1.2688462081395858e-36
4144.4093539524665 5.0467412563447965e-18 1.1257320004104994e-36
4146.460944267482 5.130042319468363e-18 1.1597888689691167e-36
4148.512534582497 5.341690097809966e-18 1.124373331613475e-36
4150.5641248975135 4.054390919191976e-18 1.1099925745332377e-36
4152.615715212529 4.287456516270341e-18 1.1317160066925973e-36
4154.667305527544 4.76843867376824e-18 1.2588793300485077e-36
4156.71889584256 4.0234668001488175e-18 1.2478997907589773e-36
4158.770486157576 4.758488150090188e-18 1.3578923225964666e-36
4160.822076472591 4.047707940734093e-18 1.183958184091998e-36
4162.873666787607 4.4726920273584e-18 1.3525307515673458e-36
4164.925257102623 4.575075151497491e-18 1.409288563351827e-36
4166.976847417638 4.856632044282597e-18 1.5186287120587798e-36
4169.028437732654 5.099750735320021e-18 1.458840729350103e-36
4171.08002804767 5.3984057487874025e-18 1.5428979916575558e-36
4173.131618362686 3.926390123631677e-18 1.3901299388036734e-36
4175.183208677701 4.493868110760702e-18 1.3457998282310833e-36
4177.234798992717 3.300622265828808e-18 1.1510745569080055e-36
4179.286389307732 4.790004598413038e-18 1.2209197864290365e-36
4181.337979622748 4.913423500484404e-18 1.178400301637812e-36
4183.389569937764 4.264939997495258e-18 1.1484392104413539e-36
4185.44116025278 5.019029723839101e-18 1.217319168844933e-36
4187.492750567795 3.754373064594657e-18 1.049786767451557e-36
4189.5443408828105 4.613674420020876e-18 1.1428930822100711e-36
4191.595931197826 4.274302536142655e-18 1.083757867740284e-36
4193.647521512842 4.078514252950871e-18 9.778628333563057e-37
4195.699111827857 5.174654349692082e-18 1.113545700341656e-36
4197.750702142874 3.4468883029864393e-18 9.121444871092775e-37
4199.802292457889 3.0198222420674457e-18 8.42377639746668e-37
4201.853882772904 3.377817211554554e-18 8.740752459867084e-37
4203.905473087921 4.201652284082015e-18 9.78066448357391e-37
4205.957063402936 4.32069986930597e-18 9.47776736625458e-37
4208.008653717951 4.766669822678529e-18 1.0307953124883159e-36
4210.060244032968 3.9785157287592396e-18 9.864742639270325e-37
4212.111834347983 4.471631904781243e-18 1.028712857749832e-36
4214.163424662998 3.93542717931232e-18 9.691294369593912e-37
4216.215014978015 5.0532751517623665e-18 1.1069716501748322e-36
4218.26660529303 4.849344819865996e-18 9.677269514176908e-37
4220.318195608045 4.139916485273126e-18 9.534759925596896e-37
4222.3697859230615 5.8966989495503314e-18 1.082458951089816e-36
4224.421376238077 5.978827339594493e-18 1.0896141143186134e-36
4226.472966553092 5.569890008262003e-18 1.051316562595327e-36
4228.524556868108 6.2974420598452505e-18 1.1455716818820052e-36
4230.576147183124 4.971403601821515e-18 1.0103559775822458e-36
4232.627737498139 4.611766719080899e-18 9.444257946724778e-37
4234.679327813155 4.808337063169399e-18 9.94058910170884e-37
4236.730918128171 5.636950494796491e-18 1.1098936537253514e-36
4238.782508443186 4.2189571969357275e-18 9.528881344147945e-37
4240.834098758202 4.774446605803409e-18 9.286523628800456e-37
4242.885689073218 4.8995155651365124e-18 9.644918506593483e-37
4244.937279388234 4.295594010723773e-18 9.710994607452055e-37
4246.988869703249 5.8691751686122826e-18 1.1130485067807535e-36
4249.040460018265 6.789349014202176e-18 1.2363820226721816e-36
4251.09205033328 7.148117897756119e-18 1.335125255311961e-36
4253.143640648296 4.923253839012792e-18 1.0458537067663735e-36
4255.195230963312 6.75332474792555e-18 1.2270991712815062e-36
4257.246821278328 6.352286333747441e-18 1.1931019997922618e-36
4259.298411593343 4.6746365306160465e-18 1.0140692801047999e-36
4261.3500019083585 6.900854908501977e-18 1.3407363952573979e-36
4263.401592223374 6.445514747667828e-18 1.221160020767368e-36
4265.45318253839 4.0169485846944356e-18 1.0204388878395732e-36
4267.5047728534055 2.986442768892216e-18 8.988806117918092e-37
4269.556363168422 5.652210498761061e-18 1.210488705607808e-36
4271.607953483437 3.2916562527961692e-18 9.171757792158194e-37
4273.659543798452 3.852472344243215e-18 9.193119794189522e-37
4275.711134113469 4.983522396142622e-18 1.039925447155015e-36
4277.762724428484 7.289619128993492e-18 1.288732738093353e-36
4279.814314743499 7.054147840055086e-18 1.2389082431673164e-36
4281.865905058516 5.867590771526162e-18 1.1558075726500684e-36
4283.917495373531 4.412409995333202e-18 8.988897624266738e-37
4285.969085688546 5.605763037520539e-18 1.0441443194459741e-36
4288.020676003563 5.239688526286132e-18 1.0426493510824991e-36
4290.072266318578 6.334571953504543e-18 1.149455086373566e-36
4292.123856633593 5.394747799053092e-18 1.0370391523604414e-36
4294.1754469486095 6.324487974748223e-18 1.129985399985162e-36
4296.227037263625 6.971214388827631e-18 1.2483444129435286e-36
4298.27862757864 8.095411235117973e-18 1.3478237013660182e-36
4300.3302178936565 6.177392532897195e-18 1.0713089427659728e-36
4302.381808208672 4.594082634075768e-18 8.815787278606616e-37
4304.433398523687 3.082023274852687e-18 7.643966206482632e-37
4306.484988838703 3.69899908470393e-18 8.20027799683118e-37
4308.536579153719 4.287587100520012e-18 8.512554899675828e-37
4310.588169468734 3.935886211014109e-18 9.685419516070051e-37
4312.63975978375 5.0256250061302995e-18 1.033596451131167e-36
4314.691350098766 5.175572439912424e-18 1.1412502645238806e-36
4316.742940413782 4.483532428604542e-18 1.5004616140654817e-36
4318.794530728797 1.3338726966931461e-17 3.363691212056767e-36
4320.846121043813 9.587276291235679e-18 1.8458839565357827e-36
4322.897711358828 9.21018657791974e-18 1.581666992912648e-36
4324.949301673844 7.224770976292214e-18 1.2186628256900551e-36
4327.00089198886 8.343940712986425e-18 1.3855920178749465e-36
4329.052482303876 9.703338016245413e-18 1.6247552485394166e-36
4331.104072618891 1.126084957441014e-17 1.91767902933169e-36
4333.155662933907 8.576967710981587e-18 1.4709374915291682e-36
4335.207253248922 1.0138933203641304e-17 1.6704684394026113e-36
4337.258843563938 1.0845059886197624e-17 1.8103301911810793e-36
4339.3104338789535 1.1227672169793907e-17 1.8432435431327012e-36
4341.36202419397 9.920241133177038e-18 1.716893838144572e-36
4343.413614508985 9.379768148294286e-18 1.5497693268492784e-36
4345.4652048240005 1.2198287151746542e-17 2.1380028207093973e-36
4347.516795139017 1.0364801805571734e-17 1.750699932579212e-36
4349.568385454032 1.274219859215649e-17 2.1775561010637478e-36
4351.619975769047 1.2155503806046722e-17 2.1190431731411292e-36
4353.671566084064 1.3347217124172717e-17 2.3767452698696286e-36
4355.723156399079 1.24773885018523e-17 2.1914238285938747e-36
4357.774746714094 8.41438451659152e-18 1.439638555801933e-36
4359.826337029111 7.457002632629082e-18 1.2645042013701844e-36
4361.877927344126 6.932953291232222e-18 1.1883115935762215e-36
4363.929517659141 7.049100168115598e-18 1.2426249323132328e-36
4365.981107974158 5.6861956569972135e-18 1.0725774345493305e-36
4368.032698289173 7.896379936614878e-18 1.3313508758200895e-36
4370.084288604188 1.299719069037568e-17 2.241644654808385e-36
4372.1358789192045 1.7030636275660495e-17 3.3215088925825485e-36
4374.18746923422 2.4010379909750042e-17 5.777676789733448e-36
4376.239059549235 2.9142074827513055e-17 8.133348290206478e-36
4378.2906498642515 3.252093912076889e-17 9.975143844121082e-36
4380.342240179267 3.3084291959434504e-17 1.022959649495142e-35
4382.393830494282 2.995430723190944e-17 8.69285772961573e-36
4384.445420809298 2.808827402130446e-17 7.609132160683972e-36
4386.497011124314 2.4368431430305334e-17 5.9978933937346985e-36
4388.54860143933 2.0628594787994753e-17 4.492951811008939e-36
4390.600191754345 1.9423303132687043e-17 4.128882174383607e-36
4392.651782069361 1.7160248665978455e-17 3.418539836621563e-36
4394.703372384376 1.6632634587201656e-17 3.2307385315081474e-36
4396.754962699392 1.7274519518684997e-17 3.4364059617659515e-36
4398.806553014408 1.7833677761399552e-17 3.676683984523507e-36
4400.858143329424 1.5957127068663603e-17 3.199953153561251e-36
4402.909733644439 1.5354427173029937e-17 3.0374165737121e-36
4404.961323959455 1.5119577793648882e-17 3.037515522632128e-36
4407.01291427447 1.3704983193948439e-17 2.67264370695861e-36
4409.064504589486 1.547089215945443e-17 3.216863253548091e-36
4411.116094904502 1.4775587859689055e-17 3.0572957758583816e-36
4413.167685219518 1.484457954817699e-17 3.0086562373171028e-36
4415.219275534533 1.529689318489236e-17 3.156805117240262e-36
4417.2708658495485 1.4012384520757953e-17 2.8622927188032062e-36
4419.322456164565 1.2749557222456208e-17 2.3941777878336932e-36
4421.37404647958 1.3332786800260956e-17 2.5887408784394455e-36
4423.425636794595 1.596550681846167e-17 3.181741580676653e-36
4425.477227109612 1.828373651656933e-17 3.872446911684522e-36
4427.528817424627 1.741418386590717e-17 3.6230277860952275e-36
4429.580407739642 1.718126593873522e-17 3.864241162009035e-36
4431.631998054659 1.7523932472739864e-17 3.847929481212395e-36
4433.683588369674 1.6905527094405685e-17 3.756598497301626e-36
4435.735178684689 1.4751936021399106e-17 2.851659119521237e-36
4437.786768999706 1.7306520833791975e-17 3.623293812198222e-36
4439.838359314721 1.6203927611242184e-17 3.2117406087419166e-36
4441.889949629736 1.809446460822638e-17 3.793722275081101e-36
4443.941539944753 1.6818189255692603e-17 3.427664268959049e-36
4445.993130259768 1.7601811875576697e-17 3.5919623706015904e-36
4448.044720574783 1.7810450431521277e-17 3.60681672927594e-36
4450.0963108897995 1.8818750743621316e-17 3.944963566366507e-36
4452.147901204815 1.8521386027252502e-17 3.9032152967168726e-36
4454.19949151983 1.703437567126352e-17 3.491953327508527e-36
4456.251081834846 1.845324620615813e-17 3.7725396712283906e-36
4458.302672149862 1.8371897000172098e-17 3.701423907456999e-36
4460.354262464878 1.902401017675766e-17 3.928214733557064e-36
4462.405852779893 1.849112308381821e-17 3.8462230788372477e-36
4464.457443094909 1.751934832879284e-17 3.640471150544273e-36
4466.509033409924 1.826948734709446e-17 3.749713325447328e-36
4468.56062372494 1.8332844798103044e-17 3.74831384565213e-36
4470.612214039956 1.7545096214275492e-17 3.55562708554742e-36
4472.663804354972 1.7454098015387288e-17 3.515997642993962e-36
4474.715394669987 1.7728285248043292e-17 3.58295835570614e-36
4476.766984985003 1.8107309647943667e-17 3.653807612497089e-36
4478.818575300018 1.6914128196729334e-17 3.425325153322891e-36
4480.870165615034 1.722408346136184e-17 3.3710311516882525e-36
4482.92175593005 1.6817962269333233e-17 3.287445303993224e-36
4484.973346245066 1.3444425834245592e-17 2.3916785067208384e-36
4487.024936560081 1.302227883050781e-17 2.322365827996125e-36
4489.0765268750965 1.5072414861411037e-17 2.8089865854929818e-36
4491.128117190113 1.395738175140753e-17 2.5306770292105552e-36
4493.179707505128 1.0773618222866507e-17 1.8236896875175723e-36
4495.2312978201435 1.0791726573468204e-17 1.8545082311412916e-36
4497.28288813516 1.1759528214682072e-17 2.001751364367327e-36
4499.334478450175 1.0862156115616869e-17 1.7843007642356328e-36
4501.38606876519 1.2470212316380926e-17 2.1490222303770363e-36
4503.437659080207 1.2822411120963985e-17 2.2689831026366237e-36
4505.489249395222 1.3460662145463675e-17 2.3969549198911903e-36
4507.540839710237 1.3034985697789642e-17 2.306279925146764e-36
4509.592430025254 1.3191556539258659e-17 2.3385260116898684e-36
4511.644020340269 1.2526719190986605e-17 2.2403361540515508e-36
4513.695610655284 1.3693568510025387e-17 2.4339143433981608e-36
