wavelength calibrated_flux flux_var
2750.849718993828 -58945.838696503175 288251948382.0686
2754.142531642355 108089.65619202834 109880995965.5683
2757.435344290882 91451.1148258572 61205816787.2174
2760.728156939409 296237.5160061738 13867754877.7314
2764.0209695879357 -63318.85276633304 7631107597.1252985
2767.313782236463 20506.25220460102 1723068470.3942194
2770.6065948849896 -62979.49598060184 538357003.1620378
2773.8994075335168 -8119.209406349718 260955577.98261636
2777.1922201820435 11564.0159966437 78999201.75534973
2780.48503283057 15365.258859320216 54407269.31862934
2783.7778454790973 10897.245770142328 14242153.817490783
2787.070658127624 6843.071990488177 8780804.87731882
2790.363470776151 4219.5006570658525 1034343.7391778248
2793.656283424678 877.2808466162484 1535411.870623628
2796.949096073205 623.4781369762383 316752.55156260805
2800.2419087217318 -556.9002599783694 134911.34250792596
2803.5347213702585 -171.62646354412445 67385.57063173503
2806.8275340187856 -25.127500287890058 22008.881915305687
2810.1203466673123 -63.699200817115674 9779.780665699429
2813.4131593158395 -93.01454254447862 2982.9173804193283
2816.705971964366 -58.99644372219248 1686.9168423214226
2819.9987846128934 3.2264471983594394 512.6494474146906
2823.29159726142 4.408294790444123 433.43803661256106
2826.5844099099468 8.126280341230165 85.35972607405539
2829.877222558474 -2.34734248958971 47.59354061758672
2833.1700352070006 2.2683585872912064 21.37869515940656
2836.462847855528 8.322474952501045 7.721672147562656
2839.7556605040545 3.829984689215331 4.2665005968529774
2843.0484731525817 -1.5408237693916067 3.065844573422263
2846.3412858011084 -0.04171707265959047 0.8241969154114115
2849.6340984496355 1.914657430945074 0.41714849812212884
2852.9269110981622 0.20237833716501225 0.22210094794686738
2856.219723746689 -0.9619693849131535 0.05757032818136256
2859.512536395216 -0.4475244002422252 0.029460429079683954
2862.805349043743 0.0991311799177749 0.014159858648378994
2866.09816169227 0.04912369046021904 0.010365315029843815
2869.3909743407967 0.07212946293167176 0.002555349388247176
2872.683786989324 0.040965866857243564 0.0014977797220767834
2875.9765996378505 0.010552780728108701 0.0008626085966897591
