3614.671653955192 HeI
3706.05727477696 HeI
3889.7479741029447 HeI
3965.8488118806977 HeI
4027.32686731872 HeI
4121.974633218378 HeI
4144.927647488479 HeI
4389.160823390491 HeI
4472.731851647233 HeI
4714.461737773031 HeI
4923.303108852056 HeI
5017.07401745771 HeI
5049.145542834638 HeI
5877.246558301005 HeI
6679.992991737694 HeI
7067.1361775952655 HeI
7283.355430022719 HeI
10832.966724789652 HeI
5332.26042538804 NeI
5402.063542702949 NeI(3)
5691.395126736094 NeI
5749.893473223689 NeI(13)
5766.016786855308 NeI(13)
5821.769506664096 NeI
5854.110163841195 NeI(6)
5883.525239496696 NeI
5946.481300550239 NeI(1)
6031.6670258396925 NeI(3)
6076.019514642819 NeI(3)
6097.850667684461 NeI
6144.762547493867 NeI(1)
6165.299655746112 NeI(5)
6219.001462068824 NeI(1)
6268.228371633351 NeI(5)
6336.179511308127 NeI(1)
6384.756054287343 NeI(3)
6404.015826485752 NeI(1)
6508.325747267396 NeI(3)
6534.687330977116 NeI
6600.775593544716 NeI(6)
6718.897254115208 NeI
6931.379625690801 NeI(6)
7034.35204893108 NeI(1)
7175.916479131845 NeI(6)
7247.163676508497 NeI(3)
7440.94791361801 NeI
7490.934393221458 NeI
8084.680647834131 NeI(6)
8138.643224373892 NeI(23)
8302.607525756983 NeI(12)
8379.90941733835 NeI(12)
8420.74045367827 NeI(18)
8497.69425623782 NeI(18)
8593.618191344109 NeI(30)
8637.019927516832 NeI(23)
8856.297236216775 NeI(27)
8921.948997769068 NeI
9151.191032623317 NeI(30)
9204.285403668473 NeI
9303.402234741288 NeI(33)
9329.079186182793 NeI(36)
9427.965959940013 NeI(36)
9536.782426554406 NeI(38)
9668.076985935739 NeI
